distance_group,srcid,grade,z_use,href
CEERS__source_id_fof_07929,206,N/A,NaN,sources/source_0538_CEERS__source_id_fof_07929.html
CEERS__source_id_fof_07930,208,N/A,NaN,sources/source_0539_CEERS__source_id_fof_07930.html
CEERS__source_id_fof_07932,214,N/A,NaN,sources/source_0540_CEERS__source_id_fof_07932.html
CEERS__source_id_fof_07933,216,N/A,NaN,sources/source_0541_CEERS__source_id_fof_07933.html
CEERS__source_id_fof_07936,224,N/A,NaN,sources/source_0542_CEERS__source_id_fof_07936.html
CEERS__source_id_fof_07937,226,N/A,NaN,sources/source_0543_CEERS__source_id_fof_07937.html
CEERS__source_id_fof_07938,227,N/A,NaN,sources/source_0544_CEERS__source_id_fof_07938.html
CEERS__source_id_fof_07940,22,N/A,NaN,sources/source_0545_CEERS__source_id_fof_07940.html
CEERS__source_id_fof_07941,242,N/A,NaN,sources/source_0546_CEERS__source_id_fof_07941.html
CEERS__source_id_fof_07943,24,N/A,NaN,sources/source_0547_CEERS__source_id_fof_07943.html
CEERS__source_id_fof_07944,253,N/A,NaN,sources/source_0548_CEERS__source_id_fof_07944.html
CEERS__source_id_fof_07945,258,N/A,NaN,sources/source_0549_CEERS__source_id_fof_07945.html
CEERS__source_id_fof_07947,260,N/A,NaN,sources/source_0550_CEERS__source_id_fof_07947.html
CEERS__source_id_fof_07950,267,N/A,NaN,sources/source_0551_CEERS__source_id_fof_07950.html
CEERS__source_id_fof_07951,276,N/A,NaN,sources/source_0552_CEERS__source_id_fof_07951.html
CEERS__source_id_fof_07952,282,N/A,NaN,sources/source_0553_CEERS__source_id_fof_07952.html
CEERS__source_id_fof_07953,284,N/A,NaN,sources/source_0554_CEERS__source_id_fof_07953.html
CEERS__source_id_fof_07954,285,N/A,NaN,sources/source_0555_CEERS__source_id_fof_07954.html
CEERS__source_id_fof_07955,291,N/A,NaN,sources/source_0556_CEERS__source_id_fof_07955.html
CEERS__source_id_fof_07956,293,N/A,NaN,sources/source_0557_CEERS__source_id_fof_07956.html
CEERS__source_id_fof_07957,295,N/A,NaN,sources/source_0558_CEERS__source_id_fof_07957.html
CEERS__source_id_fof_07958,299,N/A,NaN,sources/source_0559_CEERS__source_id_fof_07958.html
CEERS__source_id_fof_07960,303,N/A,NaN,sources/source_0560_CEERS__source_id_fof_07960.html
CEERS__source_id_fof_07961,306,N/A,NaN,sources/source_0561_CEERS__source_id_fof_07961.html
CEERS__source_id_fof_07962,308,N/A,NaN,sources/source_0562_CEERS__source_id_fof_07962.html
CEERS__source_id_fof_07963,309,N/A,NaN,sources/source_0563_CEERS__source_id_fof_07963.html
CEERS__source_id_fof_07964,310,N/A,NaN,sources/source_0564_CEERS__source_id_fof_07964.html
CEERS__source_id_fof_07965,311,N/A,NaN,sources/source_0565_CEERS__source_id_fof_07965.html
CEERS__source_id_fof_07966,314,N/A,NaN,sources/source_0566_CEERS__source_id_fof_07966.html
CEERS__source_id_fof_07967,315,N/A,NaN,sources/source_0567_CEERS__source_id_fof_07967.html
CEERS__source_id_fof_07968,318,N/A,NaN,sources/source_0568_CEERS__source_id_fof_07968.html
CEERS__source_id_fof_07969,319,N/A,NaN,sources/source_0569_CEERS__source_id_fof_07969.html
CEERS__source_id_fof_07970,320,N/A,NaN,sources/source_0570_CEERS__source_id_fof_07970.html
CEERS__source_id_fof_07971,324,N/A,NaN,sources/source_0571_CEERS__source_id_fof_07971.html
CEERS__source_id_fof_07972,32,N/A,NaN,sources/source_0572_CEERS__source_id_fof_07972.html
CEERS__source_id_fof_07973,34,N/A,NaN,sources/source_0573_CEERS__source_id_fof_07973.html
CEERS__source_id_fof_07974,38,N/A,NaN,sources/source_0574_CEERS__source_id_fof_07974.html
CEERS__source_id_fof_07975,39,N/A,NaN,sources/source_0575_CEERS__source_id_fof_07975.html
CEERS__source_id_fof_07976,40,N/A,NaN,sources/source_0576_CEERS__source_id_fof_07976.html
CEERS__source_id_fof_07978,42,N/A,NaN,sources/source_0577_CEERS__source_id_fof_07978.html
CEERS__source_id_fof_07982,51,N/A,NaN,sources/source_0578_CEERS__source_id_fof_07982.html
CEERS__source_id_fof_07984,55,N/A,NaN,sources/source_0579_CEERS__source_id_fof_07984.html
CEERS__source_id_fof_07987,65,N/A,NaN,sources/source_0580_CEERS__source_id_fof_07987.html
CEERS__source_id_fof_07991,74,N/A,NaN,sources/source_0581_CEERS__source_id_fof_07991.html
CEERS__source_id_fof_07993,81,N/A,NaN,sources/source_0582_CEERS__source_id_fof_07993.html
CEERS__source_id_fof_07994,88,N/A,NaN,sources/source_0583_CEERS__source_id_fof_07994.html
CEERS__source_id_fof_07997,91,N/A,NaN,sources/source_0584_CEERS__source_id_fof_07997.html
CEERS__source_id_fof_07998,95,N/A,NaN,sources/source_0585_CEERS__source_id_fof_07998.html
CEERS__source_id_fof_07999,96,N/A,NaN,sources/source_0586_CEERS__source_id_fof_07999.html
CEERS__source_id_fof_08000,97,N/A,NaN,sources/source_0587_CEERS__source_id_fof_08000.html
CEERS__source_id_fof_08001,9,N/A,NaN,sources/source_0588_CEERS__source_id_fof_08001.html
CEERS__source_id_fof_08041,11668,N/A,NaN,sources/source_0589_CEERS__source_id_fof_08041.html
CEERS__source_id_fof_08051,11912,N/A,NaN,sources/source_0590_CEERS__source_id_fof_08051.html
CEERS__source_id_fof_08073,12897,N/A,NaN,sources/source_0591_CEERS__source_id_fof_08073.html
CEERS__source_id_fof_08131,14998,N/A,NaN,sources/source_0592_CEERS__source_id_fof_08131.html
CEERS__source_id_fof_08404,31486,N/A,NaN,sources/source_0593_CEERS__source_id_fof_08404.html
CEERS__source_id_fof_08453,35887,N/A,NaN,sources/source_0594_CEERS__source_id_fof_08453.html
CEERS__source_id_fof_08689,80024,N/A,NaN,sources/source_0595_CEERS__source_id_fof_08689.html
CEERS__source_id_fof_08711,80384,N/A,NaN,sources/source_0596_CEERS__source_id_fof_08711.html
CEERS__source_id_fof_08749,82085,N/A,NaN,sources/source_0597_CEERS__source_id_fof_08749.html
CEERS__source_id_fof_08773,83534,N/A,NaN,sources/source_0598_CEERS__source_id_fof_08773.html
CEERS__source_id_fof_08407,31739,N/A,0.1281,sources/source_0599_CEERS__source_id_fof_08407.html
CEERS__source_id_fof_08013,10607,N/A,0.1577,sources/source_0600_CEERS__source_id_fof_08013.html
CEERS__source_id_fof_08761,88,N/A,0.1934,sources/source_0601_CEERS__source_id_fof_08761.html
CEERS__source_id_fof_08272,23192,N/A,0.2030,sources/source_0602_CEERS__source_id_fof_08272.html
CEERS__source_id_fof_08122,14682,N/A,0.2263,sources/source_0603_CEERS__source_id_fof_08122.html
CEERS__source_id_fof_08123,14742,N/A,0.2854,sources/source_0604_CEERS__source_id_fof_08123.html
CEERS__source_id_fof_08674,757,N/A,0.3893,sources/source_0605_CEERS__source_id_fof_08674.html
CEERS__source_id_fof_08525,41821,N/A,0.4134,sources/source_0606_CEERS__source_id_fof_08525.html
CEERS__source_id_fof_08485,38794,N/A,0.4263,sources/source_0607_CEERS__source_id_fof_08485.html
CEERS__source_id_fof_08557,44780,N/A,0.4337,sources/source_0608_CEERS__source_id_fof_08557.html
CEERS__source_id_fof_07977,41,N/A,0.4783,sources/source_0609_CEERS__source_id_fof_07977.html
CEERS__source_id_fof_08707,80267,N/A,0.4829,sources/source_0610_CEERS__source_id_fof_08707.html
CEERS__source_id_fof_08694,80043,N/A,0.5227,sources/source_0611_CEERS__source_id_fof_08694.html
CEERS__source_id_fof_05203,1509,N/A,0.5262,sources/source_0612_CEERS__source_id_fof_05203.html
CEERS__source_id_fof_08565,45721,N/A,0.5393,sources/source_0613_CEERS__source_id_fof_08565.html
CEERS__source_id_fof_08517,41124,N/A,0.5588,sources/source_0614_CEERS__source_id_fof_08517.html
CEERS__source_id_fof_08563,45081,N/A,0.5896,sources/source_0615_CEERS__source_id_fof_08563.html
CEERS__source_id_fof_08435,35028,N/A,0.6134,sources/source_0616_CEERS__source_id_fof_08435.html
CEERS__source_id_fof_08214,19539,N/A,0.6268,sources/source_0617_CEERS__source_id_fof_08214.html
CEERS__source_id_fof_08555,44055,N/A,0.6939,sources/source_0618_CEERS__source_id_fof_08555.html
CEERS__source_id_fof_08213,19368,N/A,0.7664,sources/source_0619_CEERS__source_id_fof_08213.html
CEERS__source_id_fof_08756,82294,N/A,0.7871,sources/source_0620_CEERS__source_id_fof_08756.html
CEERS__source_id_fof_08253,22231,N/A,0.7969,sources/source_0621_CEERS__source_id_fof_08253.html
CEERS__source_id_fof_08431,34645,N/A,0.8654,sources/source_0622_CEERS__source_id_fof_08431.html
CEERS__source_id_fof_08513,40,N/A,0.8789,sources/source_0623_CEERS__source_id_fof_08513.html
CEERS__source_id_fof_08466,37041,N/A,0.8858,sources/source_0624_CEERS__source_id_fof_08466.html
CEERS__source_id_fof_08366,29542,N/A,0.8954,sources/source_0625_CEERS__source_id_fof_08366.html
CEERS__source_id_fof_08301,25491,N/A,0.9246,sources/source_0626_CEERS__source_id_fof_08301.html
CEERS__source_id_fof_08456,35958,N/A,0.9275,sources/source_0627_CEERS__source_id_fof_08456.html
CEERS__source_id_fof_08640,663,N/A,0.9565,sources/source_0628_CEERS__source_id_fof_08640.html
CEERS__source_id_fof_08511,40879,N/A,0.9786,sources/source_0629_CEERS__source_id_fof_08511.html
CEERS__source_id_fof_08588,506,N/A,0.9879,sources/source_0630_CEERS__source_id_fof_08588.html
CEERS__source_id_fof_08216,19804,N/A,1.0030,sources/source_0631_CEERS__source_id_fof_08216.html
CEERS__source_id_fof_08245,2182,N/A,1.0376,sources/source_0632_CEERS__source_id_fof_08245.html
CEERS__source_id_fof_04361,113,N/A,1.0382,sources/source_0633_CEERS__source_id_fof_04361.html
CEERS__source_id_fof_08712,80386,N/A,1.0420,sources/source_0634_CEERS__source_id_fof_08712.html
CEERS__source_id_fof_08703,80220,N/A,1.0482,sources/source_0635_CEERS__source_id_fof_08703.html
CEERS__source_id_fof_08044,11739,N/A,1.0524,sources/source_0636_CEERS__source_id_fof_08044.html
CEERS__source_id_fof_08706,80250,N/A,1.2453,sources/source_0637_CEERS__source_id_fof_08706.html
CEERS__source_id_fof_08548,436,N/A,1.2500,sources/source_0638_CEERS__source_id_fof_08548.html
CEERS__source_id_fof_08428,34330,N/A,1.3084,sources/source_0639_CEERS__source_id_fof_08428.html
CEERS__source_id_fof_08601,31,N/A,1.3112,sources/source_0640_CEERS__source_id_fof_08601.html
CEERS__source_id_fof_08768,8340,N/A,1.3800,sources/source_0641_CEERS__source_id_fof_08768.html
CEERS__source_id_fof_08460,36570,N/A,1.4088,sources/source_0642_CEERS__source_id_fof_08460.html
CEERS__source_id_fof_08783,84553,N/A,1.4097,sources/source_0643_CEERS__source_id_fof_08783.html
CEERS__source_id_fof_08475,376,N/A,1.5089,sources/source_0644_CEERS__source_id_fof_08475.html
CEERS__source_id_fof_08426,34058,N/A,1.5091,sources/source_0645_CEERS__source_id_fof_08426.html
CEERS__source_id_fof_08598,529,N/A,1.5096,sources/source_0646_CEERS__source_id_fof_08598.html
CEERS__source_id_fof_08733,81011,N/A,1.5097,sources/source_0647_CEERS__source_id_fof_08733.html
CEERS__source_id_fof_08406,31591,N/A,1.5113,sources/source_0648_CEERS__source_id_fof_08406.html
CEERS__source_id_fof_08313,26139,N/A,1.5146,sources/source_0649_CEERS__source_id_fof_08313.html
CEERS__source_id_fof_08718,80567,N/A,1.5540,sources/source_0650_CEERS__source_id_fof_08718.html
CEERS__source_id_fof_08619,570,N/A,1.5562,sources/source_0651_CEERS__source_id_fof_08619.html
CEERS__source_id_fof_08458,36438,N/A,1.5973,sources/source_0652_CEERS__source_id_fof_08458.html
CEERS__source_id_fof_08055,12045,N/A,1.6724,sources/source_0653_CEERS__source_id_fof_08055.html
CEERS__source_id_fof_08321,26667,N/A,1.6894,sources/source_0654_CEERS__source_id_fof_08321.html
CEERS__source_id_fof_08518,4128,N/A,1.7432,sources/source_0655_CEERS__source_id_fof_08518.html
CEERS__source_id_fof_08454,35908,N/A,1.7433,sources/source_0656_CEERS__source_id_fof_08454.html
CEERS__source_id_fof_08687,160,N/A,1.7637,sources/source_0657_CEERS__source_id_fof_08687.html
CEERS__source_id_fof_08292,24610,N/A,1.8058,sources/source_0658_CEERS__source_id_fof_08292.html
CEERS__source_id_fof_08413,31979,N/A,1.8079,sources/source_0659_CEERS__source_id_fof_08413.html
CEERS__source_id_fof_08162,16873,N/A,1.8299,sources/source_0660_CEERS__source_id_fof_08162.html
CEERS__source_id_fof_08420,32792,N/A,1.8584,sources/source_0661_CEERS__source_id_fof_08420.html
CEERS__source_id_fof_08171,17301,N/A,1.8951,sources/source_0662_CEERS__source_id_fof_08171.html
CEERS__source_id_fof_08339,27630,N/A,1.9102,sources/source_0663_CEERS__source_id_fof_08339.html
CEERS__source_id_fof_08451,35871,N/A,1.9673,sources/source_0664_CEERS__source_id_fof_08451.html
CEERS__source_id_fof_08265,22726,N/A,1.9674,sources/source_0665_CEERS__source_id_fof_08265.html
CEERS__source_id_fof_08686,80008,N/A,2.0419,sources/source_0666_CEERS__source_id_fof_08686.html
CEERS__source_id_fof_08730,80942,N/A,2.2517,sources/source_0667_CEERS__source_id_fof_08730.html
CEERS__source_id_fof_08157,16772,N/A,2.3038,sources/source_0668_CEERS__source_id_fof_08157.html
CEERS__source_id_fof_08723,80610,N/A,2.3403,sources/source_0669_CEERS__source_id_fof_08723.html
CEERS__source_id_fof_08378,30189,N/A,2.4707,sources/source_0670_CEERS__source_id_fof_08378.html
CEERS__source_id_fof_08461,36697,N/A,2.5629,sources/source_0671_CEERS__source_id_fof_08461.html
CEERS__source_id_fof_08841,99,N/A,2.5924,sources/source_0672_CEERS__source_id_fof_08841.html
CEERS__source_id_fof_08145,16057,N/A,2.6993,sources/source_0673_CEERS__source_id_fof_08145.html
CEERS__source_id_fof_08244,21803,N/A,2.7918,sources/source_0674_CEERS__source_id_fof_08244.html
CEERS__source_id_fof_08788,84659,N/A,3.0457,sources/source_0675_CEERS__source_id_fof_08788.html
CEERS__source_id_fof_08701,80106,N/A,3.3446,sources/source_0676_CEERS__source_id_fof_08701.html
CEERS__source_id_fof_08697,80075,N/A,3.3475,sources/source_0677_CEERS__source_id_fof_08697.html
CEERS__source_id_fof_08662,733,N/A,3.5444,sources/source_0678_CEERS__source_id_fof_08662.html
CEERS__source_id_fof_08787,84616,N/A,3.6159,sources/source_0679_CEERS__source_id_fof_08787.html
CEERS__source_id_fof_08688,80023,N/A,3.7914,sources/source_0680_CEERS__source_id_fof_08688.html
CEERS__source_id_fof_08236,2158,N/A,4.2119,sources/source_0681_CEERS__source_id_fof_08236.html
CEERS__source_id_fof_08755,82186,N/A,5.1235,sources/source_0682_CEERS__source_id_fof_08755.html
CEERS__source_id_fof_08801,85567,N/A,5.1388,sources/source_0683_CEERS__source_id_fof_08801.html
CEERS__source_id_fof_08627,622,N/A,5.7297,sources/source_0684_CEERS__source_id_fof_08627.html
CEERS__source_id_fof_08731,263,N/A,5.9798,sources/source_0685_CEERS__source_id_fof_08731.html
CEERS__source_id_fof_08618,568,N/A,7.8479,sources/source_0686_CEERS__source_id_fof_08618.html
CEERS__source_id_fof_04307,853,N/A,9.6093,sources/source_0687_CEERS__source_id_fof_04307.html
CEERS__source_id_fof_07934,217,N/A,11.1781,sources/source_0688_CEERS__source_id_fof_07934.html
CEERS__source_id_fof_07931,0,N/A,16.3029,sources/source_0689_CEERS__source_id_fof_07931.html
